Time(s),Time(m),Wind Speed (knots @h.anem),Wind Direction (Relative to vessel long. axis@h.anem),,,
17.25,0.3,25,200,,,
17.5,0.3,25,200,,,
17.75,0.3,25,200,,,
18,0.3,25,200,,,
18.25,0.3,25,200,,,
18.5,0.3,25,200,,,
18.75,0.3,25,200,,,
19,0.3,25,200,,,
19.25,0.3,25,200,,,
19.5,0.3,25,200,,,
19.75,0.3,25,200,,,
20,0.3,25,200,,,
20.25,0.3,25,200,,,
20.5,0.3,25,200,,,
20.75,0.3,25,200,,,
21,0.4,25,200,,,
21.25,0.4,25,200,,,
21.5,0.4,25,200,,,
21.75,0.4,25,200,,,
22,0.4,25,200,,,
22.25,0.4,25,200,,,
22.5,0.4,25,200,,,
22.75,0.4,25,200,,,
23,0.4,25,200,,,
23.25,0.4,25,200,,,
23.5,0.4,25,200,,,
23.75,0.4,25,200,,,
24,0.4,25,200,,,
24.25,0.4,25,200,,,
24.5,0.4,25,200,,,
24.75,0.4,25,200,,,
25,0.4,25,200,,,
25.25,0.4,25,200,,,
25.5,0.4,25,200,,,
25.75,0.4,25,200,,,
26,0.4,25,200,,,
26.25,0.4,25,200,,,
26.5,0.4,25,200,,,
26.75,0.4,25,200,,,
27,0.5,25,200,,,
27.25,0.5,25,200,,,
27.5,0.5,25,200,,,
27.75,0.5,25,200,,,
28,0.5,25,200,,,
28.25,0.5,25,200,,,
28.5,0.5,25,200,,,
28.75,0.5,25,200,,,
29,0.5,25,200,,,
29.25,0.5,25,200,,,
29.5,0.5,25,200,,,
29.75,0.5,25,200,,,
30,0.5,25,200,,,
30.25,0.5,25,200,,,
30.5,0.5,25,200,,,
30.75,0.5,25,200,,,
31,0.5,25,200,,,
31.25,0.5,25,200,,,
31.5,0.5,25,200,,,
31.75,0.5,25,200,,,
32,0.5,25,200,,,
32.25,0.5,25,200,,,
32.5,0.5,25,200,,,
32.75,0.5,25,200,,,
33,0.6,25,200,,,
33.25,0.6,25,200,,,
33.5,0.6,25,200,,,
33.75,0.6,25,200,,,
34,0.6,25,200,,,
34.25,0.6,25,200,,,
34.5,0.6,25,200,,,
34.75,0.6,25,200,,,
35,0.6,25,200,,,
35.25,0.6,25,200,,,
35.5,0.6,25,200,,,
35.75,0.6,25,200,,,
36,0.6,25,200,,,
36.25,0.6,25,200,,,
36.5,0.6,25,200,,,
36.75,0.6,25,200,,,
37,0.6,25,200,,,
37.25,0.6,25,200,,,
37.5,0.6,25,200,,,
37.75,0.6,25,200,,,
38,0.6,25,200,,,
38.25,0.6,25,200,,,
38.5,0.6,25,200,,,
38.75,0.6,25,200,,,
39,0.7,25,200,,,
39.25,0.7,25,200,,,
39.5,0.7,25,200,,,
39.75,0.7,25,200,,,
40,0.7,25,200,,,
40.25,0.7,25,200,,,
40.5,0.7,25,200,,,
40.75,0.7,25,200,,,
41,0.7,25,200,,,
41.25,0.7,25,200,,,
41.5,0.7,25,200,,,
41.75,0.7,25,200,,,
42,0.7,25,200,,,
42.25,0.7,25,200,,,
42.5,0.7,25,200,,,
42.75,0.7,25,200,,,
43,0.7,25,200,,,
43.25,0.7,25,200,,,
43.5,0.7,25,200,,,
43.75,0.7,25,200,,,
44,0.7,25,200,,,
44.25,0.7,25,200,,,
44.5,0.7,25,200,,,
44.75,0.7,25,200,,,
45,0.8,25,200,,,
45.25,0.8,25,200,,,
45.5,0.8,25,200,,,
45.75,0.8,25,200,,,
46,0.8,25,200,,,
46.25,0.8,25,200,,,
46.5,0.8,25,200,,,
46.75,0.8,25,200,,,
47,0.8,25,200,,,
47.25,0.8,25,200,,,
47.5,0.8,25,200,,,
47.75,0.8,25,200,,,
48,0.8,25,200,,,
48.25,0.8,25,200,,,
48.5,0.8,25,200,,,
48.75,0.8,25,200,,,
49,0.8,25,200,,,
49.25,0.8,25,200,,,
49.5,0.8,25,200,,,
49.75,0.8,25,200,,,
50,0.8,25,200,,,
50.25,0.8,25,200,,,
50.5,0.8,25,200,,,
50.75,0.8,25,200,,,
51,0.9,25,200,,,
51.25,0.9,25,200,,,
51.5,0.9,25,200,,,
51.75,0.9,25,200,,,
52,0.9,25,200,,,
52.25,0.9,25,200,,,
52.5,0.9,25,200,,,
52.75,0.9,25,200,,,
53,0.9,25,200,,,
53.25,0.9,25,200,,,
53.5,0.9,25,200,,,
53.75,0.9,25,200,,,
54,0.9,25,200,,,
54.25,0.9,25,200,,,
54.5,0.9,25,200,,,
54.75,0.9,25,200,,,
55,0.9,25,200,,,
55.25,0.9,25,200,,,
55.5,0.9,25,200,,,
55.75,0.9,25,200,,,
56,0.9,25,200,,,
56.25,0.9,25,200,,,
56.5,0.9,25,200,,,
56.75,0.9,25,200,,,
57,1.0,25,200,,,
57.25,1.0,25,200,,,
57.5,1.0,25,200,,,
57.75,1.0,25,200,,,
58,1.0,25,200,,,
58.25,1.0,25,200,,,
58.5,1.0,25,200,,,
58.75,1.0,25,200,,,
59,1.0,25,200,,,
59.25,1.0,25,200,,,
59.5,1.0,25,200,,,
59.75,1.0,25,200,,,
60,1.0,25,200,,,
60.25,1.0,25,200,,,
60.5,1.0,25,200,,,
60.75,1.0,25,200,,,
61,1.0,25,200,,,
61.25,1.0,25,200,,,
61.5,1.0,25,200,,,
61.75,1.0,25,200,,,
62,1.0,25,200,,,
62.25,1.0,25,200,,,
62.5,1.0,25,200,,,
62.75,1.0,25,200,,,
63,1.1,25,200,,,
63.25,1.1,25,200,,,
63.5,1.1,25,200,,,
63.75,1.1,25,200,,,
64,1.1,25,200,,,
64.25,1.1,25,200,,,
64.5,1.1,25,200,,,
64.75,1.1,25,200,,,
65,1.1,25,200,,,
65.25,1.1,25,200,,,
65.5,1.1,25,200,,,
65.75,1.1,25,200,,,
66,1.1,25,200,,,
66.25,1.1,25,200,,,
66.5,1.1,25,200,,,
66.75,1.1,25,200,,,
67,1.1,25,200,,,
67.25,1.1,25,200,,,
67.5,1.1,25,200,,,
67.75,1.1,25,200,,,
68,1.1,25,200,,,
68.25,1.1,25,200,,,
68.5,1.1,25,200,,,
68.75,1.1,25,200,,,
69,1.2,25,200,,,
69.25,1.2,25,200,,,
69.5,1.2,25,200,,,
69.75,1.2,25,200,,,
70,1.2,25,200,,,
70.25,1.2,25,200,,,
70.5,1.2,25,200,,,
70.75,1.2,25,200,,,
71,1.2,25,200,,,
71.25,1.2,25,200,,,
71.5,1.2,25,200,,,
71.75,1.2,25,200,,,
72,1.2,25,200,,,
72.25,1.2,25,200,,,
72.5,1.2,25,200,,,
72.75,1.2,25,200,,,
73,1.2,25,200,,,
73.25,1.2,25,200,,,
73.5,1.2,25,200,,,
73.75,1.2,25,200,,,
74,1.2,25,200,,,
74.25,1.2,25,200,,,
74.5,1.2,25,200,,,
74.75,1.2,25,200,,,
75,1.3,25,200,,,
75.25,1.3,25,200,,,
75.5,1.3,25,200,,,
75.75,1.3,25,200,,,
76,1.3,25,200,,,
76.25,1.3,25,200,,,
76.5,1.3,25,200,,,
76.75,1.3,25,200,,,
77,1.3,25,200,,,
77.25,1.3,25,200,,,
77.5,1.3,25,200,,,
77.75,1.3,25,200,,,
78,1.3,25,200,,,
78.25,1.3,25,200,,,
78.5,1.3,25,200,,,
78.75,1.3,25,200,,,
79,1.3,25,200,,,
79.25,1.3,25,200,,,
79.5,1.3,25,200,,,
79.75,1.3,25,200,,,
80,1.3,25,200,,,
80.25,1.3,25,200,,,
80.5,1.3,25,200,,,
80.75,1.3,25,200,,,
81,1.4,25,200,,,
81.25,1.4,25,200,,,
81.5,1.4,25,200,,,
81.75,1.4,25,200,,,
82,1.4,25,200,,,
82.25,1.4,25,200,,,
82.5,1.4,25,200,,,
82.75,1.4,25,200,,,
83,1.4,25,200,,,
83.25,1.4,25,200,,,
83.5,1.4,25,200,,,
83.75,1.4,25,200,,,
84,1.4,25,200,,,
84.25,1.4,25,200,,,
84.5,1.4,25,200,,,
84.75,1.4,25,200,,,
85,1.4,25,200,,,
85.25,1.4,25,200,,,
85.5,1.4,25,200,,,
85.75,1.4,25,200,,,
86,1.4,25,200,,,
86.25,1.4,25,200,,,
86.5,1.4,25,200,,,
86.75,1.4,25,200,,,
87,1.5,25,200,,,
87.25,1.5,25,200,,,
87.5,1.5,25,200,,,
87.75,1.5,25,200,,,
88,1.5,25,200,,,
88.25,1.5,25,200,,,
88.5,1.5,25,200,,,
88.75,1.5,25,200,,,
89,1.5,25,200,,,
89.25,1.5,25,200,,,
89.5,1.5,25,200,,,
89.75,1.5,25,200,,,
90,1.5,25,200,,,
90.25,1.5,25,200,,,
90.5,1.5,25,200,,,
90.75,1.5,25,200,,,
91,1.5,25,200,,,
91.25,1.5,25,200,,,
91.5,1.5,25,200,,,
91.75,1.5,25,200,,,
92,1.5,25,200,,,
92.25,1.5,25,200,,,
92.5,1.5,25,200,,,
92.75,1.5,25,200,,,
93,1.6,25,200,,,
93.25,1.6,25,200,,,
93.5,1.6,25,200,,,
93.75,1.6,25,200,,,
94,1.6,25,200,,,
94.25,1.6,25,200,,,
94.5,1.6,25,200,,,
94.75,1.6,25,200,,,
95,1.6,25,200,,,
95.25,1.6,25,200,,,
95.5,1.6,25,200,,,
95.75,1.6,25,200,,,
96,1.6,25,200,,,
96.25,1.6,25,200,,,
96.5,1.6,25,200,,,
96.75,1.6,25,200,,,
97,1.6,25,200,,,
97.25,1.6,25,200,,,
97.5,1.6,25,200,,,
97.75,1.6,25,200,,,
98,1.6,25,200,,,
98.25,1.6,25,200,,,
98.5,1.6,25,200,,,
98.75,1.6,25,200,,,
99,1.7,25,200,,,
99.25,1.7,25,200,,,
99.5,1.7,25,200,,,
99.75,1.7,25,200,,,
100,1.7,25,200,,,
100.25,1.7,25,200,,,
100.5,1.7,25,200,,,
100.75,1.7,25,200,,,
101,1.7,25,200,,,
101.25,1.7,25,200,,,
101.5,1.7,25,200,,,
101.75,1.7,25,200,,,
102,1.7,25,200,,,
102.25,1.7,25,200,,,
102.5,1.7,25,200,,,
102.75,1.7,25,200,,,
103,1.7,25,200,,,
103.25,1.7,25,200,,,
103.5,1.7,25,200,,,
103.75,1.7,25,200,,,
104,1.7,25,200,,,
104.25,1.7,25,200,,,
104.5,1.7,25,200,,,
104.75,1.7,25,200,,,
105,1.8,25,200,,,
105.25,1.8,25,200,,,
105.5,1.8,25,200,,,
105.75,1.8,25,200,,,
106,1.8,25,200,,,
106.25,1.8,25,200,,,
106.5,1.8,25,200,,,
106.75,1.8,25,200,,,
107,1.8,25,200,,,
107.25,1.8,25,200,,,
107.5,1.8,25,200,,,
107.75,1.8,25,200,,,
108,1.8,25,200,,,
108.25,1.8,25,200,,,
108.5,1.8,25,200,,,
108.75,1.8,25,200,,,
109,1.8,25,200,,,
109.25,1.8,25,200,,,
109.5,1.8,25,200,,,
109.75,1.8,25,200,,,
110,1.8,25,200,,,
110.25,1.8,25,200,,,
110.5,1.8,25,200,,,
110.75,1.8,25,200,,,
111,1.9,25,200,,,
111.25,1.9,25,200,,,
111.5,1.9,25,200,,,
111.75,1.9,25,200,,,
112,1.9,25,200,,,
112.25,1.9,25,200,,,
112.5,1.9,25,200,,,
112.75,1.9,25,200,,,
113,1.9,25,200,,,
113.25,1.9,25,200,,,
113.5,1.9,25,200,,,
113.75,1.9,25,200,,,
114,1.9,25,200,,,
114.25,1.9,25,200,,,
114.5,1.9,25,200,,,
114.75,1.9,25,200,,,
115,1.9,25,200,,,
115.25,1.9,25,200,,,
115.5,1.9,25,200,,,
115.75,1.9,25,200,,,
116,1.9,25,200,,,
116.25,1.9,25,200,,,
116.5,1.9,25,200,,,
116.75,1.9,25,200,,,
117,2.0,25,200,,,
117.25,2.0,25,200,,,
117.5,2.0,25,200,,,
117.75,2.0,25,200,,,
118,2.0,25,200,,,
118.25,2.0,25,200,,,
118.5,2.0,25,200,,,
118.75,2.0,25,200,,,
119,2.0,25,200,,,
119.25,2.0,25,200,,,
119.5,2.0,25,200,,,
119.75,2.0,25,200,,,
120,2.0,25,200,,,
120.25,2.0,25,200,,,
120.5,2.0,25,200,,,
120.75,2.0,25,200,,,
121,2.0,25,200,,,
121.25,2.0,25,200,,,
121.5,2.0,25,200,,,
121.75,2.0,25,200,,,
122,2.0,25,200,,,
122.25,2.0,25,200,,,
122.5,2.0,25,200,,,
122.75,2.0,25,200,,,
123,2.1,25,200,,,
123.25,2.1,25,200,,,
123.5,2.1,25,200,,,
123.75,2.1,25,200,,,
124,2.1,25,200,,,
124.25,2.1,25,200,,,
124.5,2.1,25,200,,,
124.75,2.1,25,200,,,
125,2.1,25,200,,,
125.25,2.1,25,200,,,
125.5,2.1,25,200,,,
125.75,2.1,25,200,,,
126,2.1,25,200,,,
126.25,2.1,25,200,,,
126.5,2.1,25,200,,,
126.75,2.1,25,200,,,
127,2.1,25,200,,,
127.25,2.1,25,200,,,
127.5,2.1,25,200,,,
127.75,2.1,25,200,,,
128,2.1,25,200,,,
128.25,2.1,25,200,,,
128.5,2.1,25,200,,,
128.75,2.1,25,200,,,
129,2.2,25,200,,,
129.25,2.2,25,200,,,
129.5,2.2,25,200,,,
129.75,2.2,25,200,,,
130,2.2,25,200,,,
130.25,2.2,25,200,,,
130.5,2.2,25,200,,,
130.75,2.2,25,200,,,
131,2.2,25,200,,,
131.25,2.2,25,200,,,
131.5,2.2,25,200,,,
131.75,2.2,25,200,,,
132,2.2,25,200,,,
132.25,2.2,25,200,,,
132.5,2.2,25,200,,,
132.75,2.2,25,200,,,
133,2.2,25,200,,,
133.25,2.2,25,200,,,
133.5,2.2,25,200,,,
133.75,2.2,25,200,,,
134,2.2,25,200,,,
134.25,2.2,25,200,,,
134.5,2.2,25,200,,,
134.75,2.2,25,200,,,
135,2.3,25,200,,,
135.25,2.3,25,200,,,
135.5,2.3,25,200,,,
135.75,2.3,25,200,,,
136,2.3,25,200,,,
136.25,2.3,25,200,,,
136.5,2.3,25,200,,,
136.75,2.3,25,200,,,
137,2.3,25,200,,,
137.25,2.3,25,200,,,
137.5,2.3,25,200,,,
137.75,2.3,25,200,,,
138,2.3,25,200,,,
138.25,2.3,25,200,,,
138.5,2.3,25,200,,,
138.75,2.3,25,200,,,
139,2.3,25,200,,,
139.25,2.3,25,200,,,
139.5,2.3,25,200,,,
139.75,2.3,25,200,,,
140,2.3,25,200,,,
140.25,2.3,25,200,,,
140.5,2.3,25,200,,,
140.75,2.3,25,200,,,
141,2.4,25,200,,,
141.25,2.4,25,200,,,
141.5,2.4,25,200,,,
141.75,2.4,25,200,,,
142,2.4,25,200,,,
142.25,2.4,25,200,,,
142.5,2.4,25,200,,,
142.75,2.4,25,200,,,
143,2.4,25,200,,,
143.25,2.4,25,200,,,
143.5,2.4,25,200,,,
143.75,2.4,25,200,,,
144,2.4,25,200,,,
144.25,2.4,25,200,,,
144.5,2.4,25,200,,,
144.75,2.4,25,200,,,
145,2.4,25,200,,,
145.25,2.4,25,200,,,
145.5,2.4,25,200,,,
145.75,2.4,25,200,,,
146,2.4,25,200,,,
146.25,2.4,25,200,,,
146.5,2.4,25,200,,,
146.75,2.4,25,200,,,
147,2.5,25,200,,,
147.25,2.5,25,200,,,
147.5,2.5,25,200,,,
147.75,2.5,25,200,,,
148,2.5,25,200,,,
148.25,2.5,25,200,,,
148.5,2.5,25,200,,,
148.75,2.5,25,200,,,
149,2.5,25,200,,,
149.25,2.5,25,200,,,
149.5,2.5,25,200,,,
149.75,2.5,25,200,,,
150,2.5,25,200,,,
150.25,2.5,25,200,,,
150.5,2.5,25,200,,,
150.75,2.5,25,200,,,
151,2.5,25,200,,,
151.25,2.5,25,200,,,
151.5,2.5,25,200,,,
151.75,2.5,25,200,,,
152,2.5,25,200,,,
152.25,2.5,25,200,,,
152.5,2.5,25,200,,,
152.75,2.5,25,200,,,
153,2.6,25,200,,,
153.25,2.6,25,200,,,
153.5,2.6,25,200,,,
153.75,2.6,25,200,,,
154,2.6,25,200,,,
154.25,2.6,25,200,,,
154.5,2.6,25,200,,,
154.75,2.6,25,200,,,
155,2.6,25,200,,,
155.25,2.6,25,200,,,
155.5,2.6,25,200,,,
155.75,2.6,25,200,,,
156,2.6,25,200,,,
156.25,2.6,25,200,,,
156.5,2.6,25,200,,,
156.75,2.6,25,200,,,
157,2.6,25,200,,,
157.25,2.6,25,200,,,
157.5,2.6,25,200,,,
157.75,2.6,25,200,,,
158,2.6,25,200,,,
158.25,2.6,25,200,,,
158.5,2.6,25,200,,,
158.75,2.6,25,200,,,
159,2.7,25,200,,,
159.25,2.7,25,200,,,
159.5,2.7,25,200,,,
159.75,2.7,25,200,,,
160,2.7,25,200,,,
160.25,2.7,25,200,,,
160.5,2.7,25,200,,,
160.75,2.7,25,200,,,
161,2.7,25,200,,,
161.25,2.7,25,200,,,
161.5,2.7,25,200,,,
161.75,2.7,25,200,,,
162,2.7,25,200,,,
162.25,2.7,25,200,,,
162.5,2.7,25,200,,,
162.75,2.7,25,200,,,
163,2.7,25,200,,,
163.25,2.7,25,200,,,
163.5,2.7,25,200,,,
163.75,2.7,25,200,,,
164,2.7,25,200,,,
164.25,2.7,25,200,,,
164.5,2.7,25,200,,,
164.75,2.7,25,200,,,
165,2.8,25,200,,,
165.25,2.8,25,200,,,
165.5,2.8,25,200,,,
165.75,2.8,25,200,,,
166,2.8,25,200,,,
166.25,2.8,25,200,,,
166.5,2.8,25,200,,,
166.75,2.8,25,200,,,
167,2.8,25,200,,,
167.25,2.8,25,200,,,
167.5,2.8,25,200,,,
167.75,2.8,25,200,,,
168,2.8,25,200,,,
168.25,2.8,25,200,,,
168.5,2.8,25,200,,,
168.75,2.8,25,200,,,
169,2.8,25,200,,,
169.25,2.8,25,200,,,
169.5,2.8,25,200,,,
169.75,2.8,25,200,,,
170,2.8,25,200,,,
170.25,2.8,25,200,,,
170.5,2.8,25,200,,,
170.75,2.8,25,200,,,
171,2.9,25,200,,,
171.25,2.9,25,200,,,
171.5,2.9,25,200,,,
171.75,2.9,25,200,,,
172,2.9,25,200,,,
172.25,2.9,25,200,,,
172.5,2.9,25,200,,,
172.75,2.9,25,200,,,
173,2.9,25,200,,,
173.25,2.9,25,200,,,
173.5,2.9,25,200,,,
173.75,2.9,25,200,,,
174,2.9,25,200,,,
174.25,2.9,25,200,,,
174.5,2.9,25,200,,,
174.75,2.9,25,200,,,
175,2.9,25,200,,,
175.25,2.9,25,200,,,
175.5,2.9,25,200,,,
175.75,2.9,25,200,,,
176,2.9,25,200,,,
176.25,2.9,25,200,,,
176.5,2.9,25,200,,,
176.75,2.9,25,200,,,
177,3.0,25,200,,,
177.25,3.0,25,200,,,
177.5,3.0,25,200,,,
177.75,3.0,25,200,,,
178,3.0,25,200,,,
178.25,3.0,25,200,,,
178.5,3.0,25,200,,,
178.75,3.0,25,200,,,
179,3.0,25,200,,,
179.25,3.0,25,200,,,
179.5,3.0,25,200,,,
179.75,3.0,25,200,,,
180,3.0,25,200,,,
180.25,3.0,25,200,,,
180.5,3.0,25,200,,,
180.75,3.0,25,200,,,
181,3.0,25,200,,,
181.25,3.0,25,200,,,
181.5,3.0,25,200,,,
181.75,3.0,25,200,,,
182,3.0,25,200,,,
182.25,3.0,25,200,,,
182.5,3.0,25,200,,,
182.75,3.0,25,200,,,
183,3.1,25,200,,,
183.25,3.1,25,200,,,
183.5,3.1,25,200,,,
183.75,3.1,25,200,,,
184,3.1,25,200,,,
184.25,3.1,25,200,,,
184.5,3.1,25,200,,,
184.75,3.1,25,200,,,
185,3.1,25,200,,,
185.25,3.1,25,200,,,
185.5,3.1,25,200,,,
185.75,3.1,25,200,,,
186,3.1,25,200,,,
186.25,3.1,25,200,,,
186.5,3.1,25,200,,,
186.75,3.1,25,200,,,
187,3.1,25,200,,,
187.25,3.1,25,200,,,
187.5,3.1,25,200,,,
187.75,3.1,25,200,,,
188,3.1,25,200,,,
188.25,3.1,25,200,,,
188.5,3.1,25,200,,,
188.75,3.1,25,200,,,
189,3.2,25,200,,,
189.25,3.2,25,200,,,
189.5,3.2,25,200,,,
189.75,3.2,25,200,,,
190,3.2,25,200,,,
190.25,3.2,25,200,,,
190.5,3.2,25,200,,,
190.75,3.2,25,200,,,
191,3.2,25,200,,,
191.25,3.2,25,200,,,
191.5,3.2,25,200,,,
191.75,3.2,25,200,,,
192,3.2,25,200,,,
192.25,3.2,25,200,,,
192.5,3.2,25,200,,,
192.75,3.2,25,200,,,
193,3.2,25,200,,,
193.25,3.2,25,200,,,
193.5,3.2,25,200,,,
193.75,3.2,25,200,,,
194,3.2,25,200,,,
194.25,3.2,25,200,,,
194.5,3.2,25,200,,,
194.75,3.2,25,200,,,
195,3.3,25,200,,,
195.25,3.3,25,200,,,
195.5,3.3,25,200,,,
195.75,3.3,25,200,,,
196,3.3,25,200,,,
196.25,3.3,25,200,,,
196.5,3.3,25,200,,,
196.75,3.3,25,200,,,
197,3.3,25,200,,,
197.25,3.3,25,200,,,
197.5,3.3,25,200,,,
197.75,3.3,25,200,,,
198,3.3,25,200,,,
198.25,3.3,25,200,,,
198.5,3.3,25,200,,,
198.75,3.3,25,200,,,
199,3.3,25,200,,,
199.25,3.3,25,200,,,
199.5,3.3,25,200,,,
199.75,3.3,25,200,,,
200,3.3,25,200,,,
200.25,3.3,25,200,,,
200.5,3.3,25,200,,,
200.75,3.3,25,200,,,
201,3.4,25,200,,,
201.25,3.4,25,200,,,
201.5,3.4,25,200,,,
201.75,3.4,25,200,,,
202,3.4,25,200,,,
202.25,3.4,25,200,,,
202.5,3.4,25,200,,,
202.75,3.4,25,200,,,
203,3.4,25,200,,,
203.25,3.4,25,200,,,
203.5,3.4,25,200,,,
203.75,3.4,25,200,,,
204,3.4,25,200,,,
204.25,3.4,25,200,,,
204.5,3.4,25,200,,,
204.75,3.4,25,200,,,
205,3.4,25,200,,,
205.25,3.4,25,200,,,
205.5,3.4,25,200,,,
205.75,3.4,25,200,,,
206,3.4,25,200,,,
206.25,3.4,25,200,,,
206.5,3.4,25,200,,,
206.75,3.4,25,200,,,
207,3.5,25,200,,,
207.25,3.5,25,200,,,
207.5,3.5,25,200,,,
207.75,3.5,25,200,,,
208,3.5,25,200,,,
208.25,3.5,25,200,,,
208.5,3.5,25,200,,,
208.75,3.5,25,200,,,
209,3.5,25,200,,,
209.25,3.5,25,200,,,
209.5,3.5,25,200,,,
209.75,3.5,25,200,,,
210,3.5,25,200,,,
210.25,3.5,25,200,,,
210.5,3.5,25,200,,,
210.75,3.5,25,200,,,
211,3.5,25,200,,,
211.25,3.5,25,200,,,
211.5,3.5,25,200,,,
211.75,3.5,25,200,,,
212,3.5,25,200,,,
212.25,3.5,25,200,,,
212.5,3.5,25,200,,,
212.75,3.5,25,200,,,
213,3.6,25,200,,,
213.25,3.6,25,200,,,
213.5,3.6,25,200,,,
213.75,3.6,25,200,,,
214,3.6,25,200,,,
214.25,3.6,25,200,,,
214.5,3.6,25,200,,,
214.75,3.6,25,200,,,
215,3.6,25,200,,,
215.25,3.6,25,200,,,
215.5,3.6,25,200,,,
215.75,3.6,25,200,,,
216,3.6,25,200,,,
216.25,3.6,25,200,,,
216.5,3.6,25,200,,,
216.75,3.6,25,200,,,
217,3.6,25,200,,,
217.25,3.6,25,200,,,
217.5,3.6,25,200,,,
217.75,3.6,25,200,,,
218,3.6,25,200,,,
218.25,3.6,25,200,,,
218.5,3.6,25,200,,,
218.75,3.6,25,200,,,
219,3.7,25,200,,,
219.25,3.7,25,200,,,
219.5,3.7,25,200,,,
219.75,3.7,25,200,,,
220,3.7,25,200,,,
220.25,3.7,25,200,,,
220.5,3.7,25,200,,,
220.75,3.7,25,200,,,
221,3.7,25,200,,,
221.25,3.7,25,200,,,
221.5,3.7,25,200,,,
221.75,3.7,25,200,,,
222,3.7,25,200,,,
222.25,3.7,25,200,,,
222.5,3.7,25,200,,,
222.75,3.7,25,200,,,
223,3.7,25,200,,,
223.25,3.7,25,200,,,
223.5,3.7,25,200,,,
223.75,3.7,25,200,,,
224,3.7,25,200,,,
224.25,3.7,25,200,,,
224.5,3.7,25,200,,,
224.75,3.7,25,200,,,
225,3.8,25,200,,,
225.25,3.8,25,200,,,
225.5,3.8,25,200,,,
225.75,3.8,25,200,,,
226,3.8,25,200,,,
226.25,3.8,25,200,,,
226.5,3.8,25,200,,,
226.75,3.8,25,200,,,
227,3.8,25,200,,,
227.25,3.8,25,200,,,
227.5,3.8,25,200,,,
227.75,3.8,25,200,,,
228,3.8,25,200,,,
228.25,3.8,25,200,,,
228.5,3.8,25,200,,,
228.75,3.8,25,200,,,
229,3.8,25,200,,,
229.25,3.8,25,200,,,
229.5,3.8,25,200,,,
229.75,3.8,25,200,,,
230,3.8,25,200,,,
230.25,3.8,25,200,,,
230.5,3.8,25,200,,,
230.75,3.8,25,200,,,
231,3.9,25,200,,,
231.25,3.9,25,200,,,
231.5,3.9,25,200,,,
231.75,3.9,25,200,,,
232,3.9,25,200,,,
232.25,3.9,25,200,,,
232.5,3.9,25,200,,,
232.75,3.9,25,200,,,
233,3.9,25,200,,,
233.25,3.9,25,200,,,
233.5,3.9,25,200,,,
233.75,3.9,25,200,,,
234,3.9,25,200,,,
234.25,3.9,25,200,,,
234.5,3.9,25,200,,,
234.75,3.9,25,200,,,
235,3.9,25,200,,,
235.25,3.9,25,200,,,
235.5,3.9,25,200,,,
235.75,3.9,25,200,,,
236,3.9,25,200,,,
236.25,3.9,25,200,,,
236.5,3.9,25,200,,,
236.75,3.9,25,200,,,
237,4.0,25,200,,,
