Time(s),Time(m),"Roll (deg, +ve R)","Pitch (deg, +ve UP)",Heave (m),Heave Velocity (m/s),AX (m/s^2),AY (m/s^2),AZ (m/s^2),Vessel heading (degT),SOG (knots),COG (M deg),STATUS_MRU (1=OK),STATUS_GYRO (1=OK),STATUS_WIND (1=OK),STATUS_GPS (SOG_VOG) (1=OK),GPS Lat,GPS Lon,Visibility,Air Pressure,Air Temperature,Air Humidity,WX code,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct
26.5,0.4,0.7,0.9,0.7,-0.017,-0.043,-0.101,10.187,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
27,0.5,0.6,1,0.6,0.197,-0.048,-0.206,10.212,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
27.5,0.5,0.5,1.1,0.5,0.382,-0.061,-0.241,10.216,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
28,0.5,0.4,1,0.4,0.518,-0.049,-0.248,10.157,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
28.5,0.5,0.3,0.9,0.3,0.589,-0.021,-0.226,10.066,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
29,0.5,0.2,0.8,0.2,0.595,0.012,-0.193,9.959,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
29.5,0.5,0.1,0.7,0.1,0.538,0.05,-0.17,9.85,330.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
30,0.5,0,0.6,0,0.433,0.091,-0.155,9.745,330.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
30.5,0.5,-0.1,0.5,-0.1,0.293,0.131,-0.086,9.659,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
31,0.5,-0.2,0.4,-0.2,0.141,0.143,0.014,9.609,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
31.5,0.5,-0.3,0.3,-0.3,-0.018,0.168,0.097,9.556,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
32,0.5,-0.4,0.2,-0.4,-0.168,0.183,0.179,9.531,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
32.5,0.5,-0.5,0.1,-0.5,-0.301,0.187,0.22,9.52,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
33,0.6,-0.6,0,-0.6,-0.409,0.185,0.26,9.544,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
33.5,0.6,-0.7,-0.1,-0.7,-0.478,0.175,0.284,9.588,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
34,0.6,-0.8,-0.2,-0.8,-0.497,0.14,0.275,9.675,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
34.5,0.6,-0.9,-0.3,-0.9,-0.465,0.109,0.209,9.764,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
35,0.6,-1,-0.4,-1,-0.383,0.065,0.118,9.875,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
35.5,0.6,-0.9,-0.5,-0.9,-0.259,0.03,0.012,9.965,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
36,0.6,-0.8,-0.6,-0.8,-0.109,-0.009,-0.094,10.05,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
36.5,0.6,-0.7,-0.7,-0.7,0.054,-0.037,-0.15,10.106,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
37,0.6,-0.6,-0.8,-0.6,0.204,-0.047,-0.19,10.122,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
37.5,0.6,-0.5,-0.9,-0.5,0.332,-0.037,-0.214,10.108,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
38,0.6,-0.4,-1,-0.4,0.416,-0.01,-0.189,10.05,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
38.5,0.6,-0.3,-1.1,-0.3,0.446,0.023,-0.159,9.968,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
39,0.7,-0.2,-1,-0.2,0.412,0.079,-0.152,9.835,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
39.5,0.7,-0.1,-0.9,-0.1,0.317,0.115,-0.119,9.709,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
40,0.7,0,-0.8,0,0.167,0.162,-0.061,9.574,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
40.5,0.7,0.1,-0.7,0.1,-0.013,0.201,-0.01,9.481,329.87,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
41,0.7,0.2,-0.6,0.2,-0.192,0.206,0.049,9.448,329.87,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
41.5,0.7,0.3,-0.5,0.3,-0.339,0.19,0.075,9.485,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
42,0.7,0.4,-0.4,0.4,-0.428,0.157,0.098,9.573,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
42.5,0.7,0.5,-0.3,0.5,-0.436,0.1,0.066,9.723,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
43,0.7,0.6,-0.2,0.6,-0.36,0.034,-0.004,9.902,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
43.5,0.7,0.7,-0.1,0.7,-0.207,-0.014,-0.071,10.051,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
44,0.7,0.8,0,0.8,-0.009,-0.073,-0.071,10.213,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
44.5,0.7,0.9,0.1,0.9,0.218,-0.078,-0.055,10.281,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
45,0.8,1,0.2,1,0.413,-0.066,-0.054,10.297,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
45.5,0.8,0.9,0.3,0.9,0.593,-0.061,-0.041,10.295,329.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
46,0.8,0.8,0.4,0.8,0.672,0.011,-0.053,10.128,329.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
46.5,0.8,0.7,0.5,0.7,0.665,0.064,-0.002,9.96,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
47,0.8,0.6,0.6,0.6,0.515,0.172,0.002,9.641,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
47.5,0.8,0.5,0.7,0.5,0.267,0.219,0.002,9.438,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
48,0.8,0.4,0.8,0.4,-0.065,0.31,-0.002,9.166,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
48.5,0.8,0.3,0.9,0.3,-0.415,0.31,-0.003,9.097,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
49,0.8,0.2,1,0.2,-0.739,0.33,0.03,9.027,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
49.5,0.8,0.1,1.1,0.1,-0.988,0.272,0.044,9.148,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
50,0.8,0,1,0,-1.102,0.195,0.12,9.328,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
50.5,0.8,-0.1,0.9,-0.1,-1.08,0.094,0.188,9.618,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
51,0.9,-0.2,0.8,-0.2,-0.882,-0.006,0.252,9.942,329.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
51.5,0.9,-0.3,0.7,-0.3,-0.565,-0.105,0.295,10.251,329.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
52,0.9,-0.4,0.6,-0.4,-0.133,-0.202,0.252,10.537,329.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
52.5,0.9,-0.5,0.5,-0.5,0.316,-0.228,0.209,10.672,329.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
53,0.9,-0.6,0.4,-0.6,0.747,-0.239,0.176,10.735,329.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
53.5,0.9,-0.7,0.3,-0.7,1.072,-0.183,0.121,10.621,329.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
54,0.9,-0.8,0.2,-0.8,1.285,-0.137,0.041,10.494,329.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
54.5,0.9,-0.9,0.1,-0.9,1.336,-0.024,-0.02,10.211,329.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
55,0.9,-1,0,-1,1.244,0.042,-0.081,9.979,329.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
55.5,0.9,-0.9,-0.1,-0.9,1.009,0.158,-0.124,9.647,329.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
56,0.9,-0.8,-0.2,-0.8,0.66,0.24,-0.128,9.403,329.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
56.5,0.9,-0.7,-0.3,-0.7,0.241,0.326,-0.11,9.148,329.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
57,1,-0.6,-0.4,-0.6,-0.214,0.367,-0.065,9.005,329.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
57.5,1,-0.5,-0.5,-0.5,-0.645,0.391,-0.012,8.92,329.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
58,1,-0.4,-0.6,-0.4,-1.02,0.383,0.094,8.941,329.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
58.5,1,-0.3,-0.7,-0.3,-1.275,0.336,0.187,9.072,329.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
59,1,-0.2,-0.8,-0.2,-1.402,0.268,0.269,9.269,329.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
59.5,1,-0.1,-0.9,-0.1,-1.362,0.157,0.251,9.556,329.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
60,1,0,-1,0,-1.191,0.06,0.163,9.818,329.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
60.5,1,0.1,-1.1,0.1,-0.88,-0.061,0.085,10.137,329.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
61,1,0.2,-1,0.2,-0.481,-0.15,-0.02,10.364,329.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
61.5,1,0.3,-0.9,0.3,-0.023,-0.249,-0.187,10.596,329.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
62,1,0.4,-0.8,0.4,0.424,-0.251,-0.256,10.64,329.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
62.5,1,0.5,-0.7,0.5,0.826,-0.286,-0.299,10.705,329.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
63,1.1,0.6,-0.6,0.6,1.123,-0.209,-0.32,10.547,329.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
63.5,1.1,0.7,-0.5,0.7,1.294,-0.157,-0.317,10.424,328.87,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
64,1.1,0.8,-0.4,0.8,1.327,-0.035,-0.285,10.157,328.87,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
64.5,1.1,0.9,-0.3,0.9,1.213,0.065,-0.199,9.933,328.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
65,1.1,1,-0.2,1,0.987,0.178,-0.087,9.654,328.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
65.5,1.1,0.9,-0.1,0.9,0.65,0.268,0.05,9.416,328.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
66,1.1,0.8,0,0.8,0.269,0.328,0.155,9.234,328.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
